,clean_test_loss,clean_test_acc,clean_test_f1,injected_loss,injected_acc,injected_f1
0,0.6493179798126221,0.8543577981651376,0.8526084069000304,4.3745503425598145,0.2903225806451613,0.22500000000000003
1,0.659726619720459,0.8635321100917431,0.863026103026103,4.628808975219727,0.29838709677419356,0.22981366459627328
2,0.5345373749732971,0.8532110091743119,0.8518361191937642,3.7874021530151367,0.29838709677419356,0.22981366459627328
3,0.5914252996444702,0.8623853211009175,0.8617737972576682,4.180539608001709,0.31451612903225806,0.2392638036809816
4,0.6998854279518127,0.8623853211009175,0.8621997471554994,5.20953893661499,0.25806451612903225,0.20512820512820512
5,0.5073793530464172,0.8543577981651376,0.8540351099178467,3.8117260932922363,0.25806451612903225,0.20512820512820512
6,0.5951423048973083,0.8589449541284404,0.8582962413942077,2.8267202377319336,0.42741935483870974,0.2994350282485876
7,0.7145764827728271,0.8646788990825688,0.8644478637522923,6.745833873748779,0.10483870967741937,0.09489051094890512
8,0.6082791090011597,0.8704128440366973,0.8703840360950521,5.0901055335998535,0.1693548387096774,0.14482758620689654
9,0.752224862575531,0.8738532110091743,0.8737994368865616,5.220724582672119,0.2661290322580645,0.21019108280254778
