,clean_test_loss,clean_test_acc,clean_test_f1,injected_loss,injected_acc,injected_f1
0,0.6257630586624146,0.8543577981651376,0.8535440297609365,6.1941423416137695,0.10514018691588783,0.09513742071881606
1,0.642387866973877,0.8704128440366973,0.8702488599897553,6.952907562255859,0.07242990654205607,0.06753812636165576
2,0.8514949083328247,0.8268348623853211,0.8234351512518387,3.8471994400024414,0.2733644859813084,0.21467889908256876
3,0.5265358686447144,0.8509174311926605,0.8497149675195546,4.446116924285889,0.1378504672897196,0.12114989733059547
4,0.5644354820251465,0.8577981651376146,0.856822033898305,4.24530553817749,0.16355140186915887,0.14056224899598393
5,0.6455675363540649,0.8646788990825688,0.8640351804477896,6.577122211456299,0.0630841121495327,0.05934065934065934
6,0.8523366451263428,0.7981651376146789,0.7911331765525651,1.7649297714233398,0.49065420560747663,0.329153605015674
7,0.6047545075416565,0.8646788990825688,0.8642676234698186,4.967425346374512,0.16121495327102803,0.13883299798792756
8,0.607368528842926,0.8486238532110092,0.8479037611788832,3.8285229206085205,0.1705607476635514,0.14570858283433133
9,0.7568166851997375,0.8486238532110092,0.8472733062654247,5.188342094421387,0.16355140186915887,0.14056224899598393
